,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
918,2.2084753,48.8237083997361,bank,92072,Sèvres,banque,LCL,POINT (2.2084753 48.8237083997361),11007
918,2.2084753,48.8237083997361,bank,92072,Sèvres,banque,LCL,POINT (2.2084753 48.8237083997361),11008
918,2.2084753,48.8237083997361,bank,92072,Sèvres,banque,LCL,POINT (2.2084753 48.8237083997361),11133
918,2.2084753,48.8237083997361,bank,92072,Sèvres,banque,LCL,POINT (2.2084753 48.8237083997361),11134
919,2.21174,48.823801299736,bank,92072,Sèvres,banque,BRED/Banque populaire,POINT (2.21174 48.823801299736),11007
919,2.21174,48.823801299736,bank,92072,Sèvres,banque,BRED/Banque populaire,POINT (2.21174 48.823801299736),11008
919,2.21174,48.823801299736,bank,92072,Sèvres,banque,BRED/Banque populaire,POINT (2.21174 48.823801299736),11133
919,2.21174,48.823801299736,bank,92072,Sèvres,banque,BRED/Banque populaire,POINT (2.21174 48.823801299736),11134
920,2.3000957,48.8718166997241,atm,75056,Paris,banque,Missing,POINT (2.3000957 48.8718166997241),12136
920,2.3000957,48.8718166997241,atm,75056,Paris,banque,Missing,POINT (2.3000957 48.8718166997241),12262
920,2.3000957,48.8718166997241,atm,75056,Paris,banque,Missing,POINT (2.3000957 48.8718166997241),12263
920,2.3000957,48.8718166997241,atm,75056,Paris,banque,Missing,POINT (2.3000957 48.8718166997241),12388
921,2.0781584,48.8869834997204,bank,78367,Mareil-Marly,banque,Société Générale,POINT (2.0781584 48.8869834997204),9110
921,2.0781584,48.8869834997204,bank,78367,Mareil-Marly,banque,Société Générale,POINT (2.0781584 48.8869834997204),9111
921,2.0781584,48.8869834997204,bank,78367,Mareil-Marly,banque,Société Générale,POINT (2.0781584 48.8869834997204),9236
921,2.0781584,48.8869834997204,bank,78367,Mareil-Marly,banque,Société Générale,POINT (2.0781584 48.8869834997204),9237
922,2.2261046,48.952767099704,bank,95018,Argenteuil,banque,BNP Paribas,POINT (2.2261046 48.952767099704),11119
922,2.2261046,48.952767099704,bank,95018,Argenteuil,banque,BNP Paribas,POINT (2.2261046 48.952767099704),11245
922,2.2261046,48.952767099704,bank,95018,Argenteuil,banque,BNP Paribas,POINT (2.2261046 48.952767099704),11246
922,2.2261046,48.952767099704,bank,95018,Argenteuil,banque,BNP Paribas,POINT (2.2261046 48.952767099704),11371
923,2.2260118,48.952784099704,atm,95018,Argenteuil,banque,BNP Paribas,POINT (2.2260118 48.952784099704),11119
923,2.2260118,48.952784099704,atm,95018,Argenteuil,banque,BNP Paribas,POINT (2.2260118 48.952784099704),11245
923,2.2260118,48.952784099704,atm,95018,Argenteuil,banque,BNP Paribas,POINT (2.2260118 48.952784099704),11246
923,2.2260118,48.952784099704,atm,95018,Argenteuil,banque,BNP Paribas,POINT (2.2260118 48.952784099704),11371
924,2.3959436,48.835836099733,bank,75056,Paris,banque,BNP Paribas,POINT (2.3959436 48.835836099733),13526
924,2.3959436,48.835836099733,bank,75056,Paris,banque,BNP Paribas,POINT (2.3959436 48.835836099733),13652
924,2.3959436,48.835836099733,bank,75056,Paris,banque,BNP Paribas,POINT (2.3959436 48.835836099733),13653
924,2.3959436,48.835836099733,bank,75056,Paris,banque,BNP Paribas,POINT (2.3959436 48.835836099733),13778
925,2.3504828,48.8620644997265,bank,75056,Paris,banque,HSBC,POINT (2.3504828 48.8620644997265),12893
925,2.3504828,48.8620644997265,bank,75056,Paris,banque,HSBC,POINT (2.3504828 48.8620644997265),12894
925,2.3504828,48.8620644997265,bank,75056,Paris,banque,HSBC,POINT (2.3504828 48.8620644997265),13019
925,2.3504828,48.8620644997265,bank,75056,Paris,banque,HSBC,POINT (2.3504828 48.8620644997265),13020
925,2.3504828,48.8620644997265,bank,75056,Paris,banque,HSBC,POINT (2.3504828 48.8620644997265),13145
926,2.2705412,48.8555870997281,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2705412 48.8555870997281),11760
926,2.2705412,48.8555870997281,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2705412 48.8555870997281),11885
926,2.2705412,48.8555870997281,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2705412 48.8555870997281),11886
926,2.2705412,48.8555870997281,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2705412 48.8555870997281),12012
927,2.2927276,48.8709673997243,bank,75056,Paris,banque,Missing,POINT (2.2927276 48.8709673997243),12010
927,2.2927276,48.8709673997243,bank,75056,Paris,banque,Missing,POINT (2.2927276 48.8709673997243),12136
927,2.2927276,48.8709673997243,bank,75056,Paris,banque,Missing,POINT (2.2927276 48.8709673997243),12137
927,2.2927276,48.8709673997243,bank,75056,Paris,banque,Missing,POINT (2.2927276 48.8709673997243),12262
927,2.2927276,48.8709673997243,bank,75056,Paris,banque,Missing,POINT (2.2927276 48.8709673997243),12263
928,2.292656,48.8701194997245,bank,75056,Paris,banque,Missing,POINT (2.292656 48.8701194997245),12136
928,2.292656,48.8701194997245,bank,75056,Paris,banque,Missing,POINT (2.292656 48.8701194997245),12137
928,2.292656,48.8701194997245,bank,75056,Paris,banque,Missing,POINT (2.292656 48.8701194997245),12262
928,2.292656,48.8701194997245,bank,75056,Paris,banque,Missing,POINT (2.292656 48.8701194997245),12263
929,2.2829855,48.8607662997269,bank,75056,Paris,banque,Société Générale,POINT (2.2829855 48.8607662997269),11885
929,2.2829855,48.8607662997269,bank,75056,Paris,banque,Société Générale,POINT (2.2829855 48.8607662997269),12011
929,2.2829855,48.8607662997269,bank,75056,Paris,banque,Société Générale,POINT (2.2829855 48.8607662997269),12012
929,2.2829855,48.8607662997269,bank,75056,Paris,banque,Société Générale,POINT (2.2829855 48.8607662997269),12137
929,2.2829855,48.8607662997269,bank,75056,Paris,banque,Société Générale,POINT (2.2829855 48.8607662997269),12138
930,2.3186253,48.8166209997378,bank,92049,Montrouge,banque,Caisse d'Epargne,POINT (2.3186253 48.8166209997378),12394
930,2.3186253,48.8166209997378,bank,92049,Montrouge,banque,Caisse d'Epargne,POINT (2.3186253 48.8166209997378),12520
930,2.3186253,48.8166209997378,bank,92049,Montrouge,banque,Caisse d'Epargne,POINT (2.3186253 48.8166209997378),12521
930,2.3186253,48.8166209997378,bank,92049,Montrouge,banque,Caisse d'Epargne,POINT (2.3186253 48.8166209997378),12646
930,2.3186253,48.8166209997378,bank,92049,Montrouge,banque,Caisse d'Epargne,POINT (2.3186253 48.8166209997378),12647
931,2.1332125,48.8063981997403,bank,78646,Versailles,banque,Crédit Mutuel,POINT (2.1332125 48.8063981997403),9875
931,2.1332125,48.8063981997403,bank,78646,Versailles,banque,Crédit Mutuel,POINT (2.1332125 48.8063981997403),9876
931,2.1332125,48.8063981997403,bank,78646,Versailles,banque,Crédit Mutuel,POINT (2.1332125 48.8063981997403),10001
931,2.1332125,48.8063981997403,bank,78646,Versailles,banque,Crédit Mutuel,POINT (2.1332125 48.8063981997403),10002
931,2.1332125,48.8063981997403,bank,78646,Versailles,banque,Crédit Mutuel,POINT (2.1332125 48.8063981997403),10127
932,2.326761,48.8742508997235,bank,75056,Paris,banque,Société Générale,POINT (2.326761 48.8742508997235),12514
932,2.326761,48.8742508997235,bank,75056,Paris,banque,Société Générale,POINT (2.326761 48.8742508997235),12639
932,2.326761,48.8742508997235,bank,75056,Paris,banque,Société Générale,POINT (2.326761 48.8742508997235),12640
932,2.326761,48.8742508997235,bank,75056,Paris,banque,Société Générale,POINT (2.326761 48.8742508997235),12765
932,2.326761,48.8742508997235,bank,75056,Paris,banque,Société Générale,POINT (2.326761 48.8742508997235),12766
933,2.2326991,48.9463832997056,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2326991 48.9463832997056),11245
933,2.2326991,48.9463832997056,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2326991 48.9463832997056),11246
933,2.2326991,48.9463832997056,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2326991 48.9463832997056),11371
933,2.2326991,48.9463832997056,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2326991 48.9463832997056),11372
933,2.2326991,48.9463832997056,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2326991 48.9463832997056),11498
934,2.2329874,48.9458870997057,bank,95018,Argenteuil,banque,Société Générale,POINT (2.2329874 48.9458870997057),11246
934,2.2329874,48.9458870997057,bank,95018,Argenteuil,banque,Société Générale,POINT (2.2329874 48.9458870997057),11371
934,2.2329874,48.9458870997057,bank,95018,Argenteuil,banque,Société Générale,POINT (2.2329874 48.9458870997057),11372
934,2.2329874,48.9458870997057,bank,95018,Argenteuil,banque,Société Générale,POINT (2.2329874 48.9458870997057),11498
935,2.0706336,48.771391299749,atm,78297,Guyancourt,banque,Missing,POINT (2.0706336 48.771391299749),8997
935,2.0706336,48.771391299749,atm,78297,Guyancourt,banque,Missing,POINT (2.0706336 48.771391299749),8998
935,2.0706336,48.771391299749,atm,78297,Guyancourt,banque,Missing,POINT (2.0706336 48.771391299749),9123
935,2.0706336,48.771391299749,atm,78297,Guyancourt,banque,Missing,POINT (2.0706336 48.771391299749),9124
935,2.0706336,48.771391299749,atm,78297,Guyancourt,banque,Missing,POINT (2.0706336 48.771391299749),9249
936,2.4369767,48.8484290997299,bank,94080,Vincennes,banque,HSBC,POINT (2.4369767 48.8484290997299),14154
936,2.4369767,48.8484290997299,bank,94080,Vincennes,banque,HSBC,POINT (2.4369767 48.8484290997299),14155
936,2.4369767,48.8484290997299,bank,94080,Vincennes,banque,HSBC,POINT (2.4369767 48.8484290997299),14280
936,2.4369767,48.8484290997299,bank,94080,Vincennes,banque,HSBC,POINT (2.4369767 48.8484290997299),14281
937,2.4348566,48.8471949997302,atm,94080,Vincennes,banque,Missing,POINT (2.4348566 48.8471949997302),14029
937,2.4348566,48.8471949997302,atm,94080,Vincennes,banque,Missing,POINT (2.4348566 48.8471949997302),14154
937,2.4348566,48.8471949997302,atm,94080,Vincennes,banque,Missing,POINT (2.4348566 48.8471949997302),14155
937,2.4348566,48.8471949997302,atm,94080,Vincennes,banque,Missing,POINT (2.4348566 48.8471949997302),14280
937,2.4348566,48.8471949997302,atm,94080,Vincennes,banque,Missing,POINT (2.4348566 48.8471949997302),14281
938,2.4345692,48.8464545997304,bank,94080,Vincennes,banque,Société Générale,POINT (2.4345692 48.8464545997304),14029
938,2.4345692,48.8464545997304,bank,94080,Vincennes,banque,Société Générale,POINT (2.4345692 48.8464545997304),14154
938,2.4345692,48.8464545997304,bank,94080,Vincennes,banque,Société Générale,POINT (2.4345692 48.8464545997304),14155
938,2.4345692,48.8464545997304,bank,94080,Vincennes,banque,Société Générale,POINT (2.4345692 48.8464545997304),14281
939,2.0787374,48.7670988997501,bank,78297,Guyancourt,banque,Caisse d'Epargne,POINT (2.0787374 48.7670988997501),9123
939,2.0787374,48.7670988997501,bank,78297,Guyancourt,banque,Caisse d'Epargne,POINT (2.0787374 48.7670988997501),9124
939,2.0787374,48.7670988997501,bank,78297,Guyancourt,banque,Caisse d'Epargne,POINT (2.0787374 48.7670988997501),9249
939,2.0787374,48.7670988997501,bank,78297,Guyancourt,banque,Caisse d'Epargne,POINT (2.0787374 48.7670988997501),9250
939,2.0787374,48.7670988997501,bank,78297,Guyancourt,banque,Caisse d'Epargne,POINT (2.0787374 48.7670988997501),9376
940,2.0785765,48.7669821997501,bank,78297,Guyancourt,banque,BNP Paribas,POINT (2.0785765 48.7669821997501),9123
940,2.0785765,48.7669821997501,bank,78297,Guyancourt,banque,BNP Paribas,POINT (2.0785765 48.7669821997501),9124
940,2.0785765,48.7669821997501,bank,78297,Guyancourt,banque,BNP Paribas,POINT (2.0785765 48.7669821997501),9249
940,2.0785765,48.7669821997501,bank,78297,Guyancourt,banque,BNP Paribas,POINT (2.0785765 48.7669821997501),9250
940,2.0785765,48.7669821997501,bank,78297,Guyancourt,banque,BNP Paribas,POINT (2.0785765 48.7669821997501),9376
941,2.3066185,48.8674434997252,bank,75056,Paris,banque,Missing,POINT (2.3066185 48.8674434997252),12262
941,2.3066185,48.8674434997252,bank,75056,Paris,banque,Missing,POINT (2.3066185 48.8674434997252),12263
941,2.3066185,48.8674434997252,bank,75056,Paris,banque,Missing,POINT (2.3066185 48.8674434997252),12388
941,2.3066185,48.8674434997252,bank,75056,Paris,banque,Missing,POINT (2.3066185 48.8674434997252),12389
941,2.3066185,48.8674434997252,bank,75056,Paris,banque,Missing,POINT (2.3066185 48.8674434997252),12514
941,2.3066185,48.8674434997252,bank,75056,Paris,banque,Missing,POINT (2.3066185 48.8674434997252),12515
942,2.331447,48.8760736997231,bank,75056,Paris,banque,LCL,POINT (2.331447 48.8760736997231),12639
942,2.331447,48.8760736997231,bank,75056,Paris,banque,LCL,POINT (2.331447 48.8760736997231),12640
942,2.331447,48.8760736997231,bank,75056,Paris,banque,LCL,POINT (2.331447 48.8760736997231),12765
942,2.331447,48.8760736997231,bank,75056,Paris,banque,LCL,POINT (2.331447 48.8760736997231),12766
942,2.331447,48.8760736997231,bank,75056,Paris,banque,LCL,POINT (2.331447 48.8760736997231),12892
943,2.3503063,48.8776628997227,bank,75056,Paris,banque,Missing,POINT (2.3503063 48.8776628997227),12891
943,2.3503063,48.8776628997227,bank,75056,Paris,banque,Missing,POINT (2.3503063 48.8776628997227),12892
943,2.3503063,48.8776628997227,bank,75056,Paris,banque,Missing,POINT (2.3503063 48.8776628997227),13017
943,2.3503063,48.8776628997227,bank,75056,Paris,banque,Missing,POINT (2.3503063 48.8776628997227),13018
943,2.3503063,48.8776628997227,bank,75056,Paris,banque,Missing,POINT (2.3503063 48.8776628997227),13143
943,2.3503063,48.8776628997227,bank,75056,Paris,banque,Missing,POINT (2.3503063 48.8776628997227),13144
944,2.2858142,48.9572758997029,atm,95018,Argenteuil,banque,Banque Postale,POINT (2.2858142 48.9572758997029),12000
944,2.2858142,48.9572758997029,atm,95018,Argenteuil,banque,Banque Postale,POINT (2.2858142 48.9572758997029),12001
944,2.2858142,48.9572758997029,atm,95018,Argenteuil,banque,Banque Postale,POINT (2.2858142 48.9572758997029),12126
944,2.2858142,48.9572758997029,atm,95018,Argenteuil,banque,Banque Postale,POINT (2.2858142 48.9572758997029),12127
944,2.2858142,48.9572758997029,atm,95018,Argenteuil,banque,Banque Postale,POINT (2.2858142 48.9572758997029),12253
945,2.2846797,48.9614074997019,atm,95555,Saint-Gratien,banque,Missing,POINT (2.2846797 48.9614074997019),12000
945,2.2846797,48.9614074997019,atm,95555,Saint-Gratien,banque,Missing,POINT (2.2846797 48.9614074997019),12001
945,2.2846797,48.9614074997019,atm,95555,Saint-Gratien,banque,Missing,POINT (2.2846797 48.9614074997019),12126
945,2.2846797,48.9614074997019,atm,95555,Saint-Gratien,banque,Missing,POINT (2.2846797 48.9614074997019),12127
945,2.2846797,48.9614074997019,atm,95555,Saint-Gratien,banque,Missing,POINT (2.2846797 48.9614074997019),12252
946,2.045519,48.7846633997457,bank,78423,Montigny-le-Bretonneux,banque,HSBC,POINT (2.045519 48.7846633997457),8618
946,2.045519,48.7846633997457,bank,78423,Montigny-le-Bretonneux,banque,HSBC,POINT (2.045519 48.7846633997457),8743
946,2.045519,48.7846633997457,bank,78423,Montigny-le-Bretonneux,banque,HSBC,POINT (2.045519 48.7846633997457),8744
946,2.045519,48.7846633997457,bank,78423,Montigny-le-Bretonneux,banque,HSBC,POINT (2.045519 48.7846633997457),8870
947,2.0461841,48.7851581997456,bank,78423,Montigny-le-Bretonneux,banque,Missing,POINT (2.0461841 48.7851581997456),8618
947,2.0461841,48.7851581997456,bank,78423,Montigny-le-Bretonneux,banque,Missing,POINT (2.0461841 48.7851581997456),8743
947,2.0461841,48.7851581997456,bank,78423,Montigny-le-Bretonneux,banque,Missing,POINT (2.0461841 48.7851581997456),8744
947,2.0461841,48.7851581997456,bank,78423,Montigny-le-Bretonneux,banque,Missing,POINT (2.0461841 48.7851581997456),8869
947,2.0461841,48.7851581997456,bank,78423,Montigny-le-Bretonneux,banque,Missing,POINT (2.0461841 48.7851581997456),8870
948,2.3551265,48.8607629997269,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3551265 48.8607629997269),12893
948,2.3551265,48.8607629997269,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3551265 48.8607629997269),13019
948,2.3551265,48.8607629997269,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3551265 48.8607629997269),13020
948,2.3551265,48.8607629997269,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3551265 48.8607629997269),13145
948,2.3551265,48.8607629997269,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3551265 48.8607629997269),13146
949,2.3492846,48.8598943997271,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3492846 48.8598943997271),12893
949,2.3492846,48.8598943997271,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3492846 48.8598943997271),12894
949,2.3492846,48.8598943997271,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3492846 48.8598943997271),13019
949,2.3492846,48.8598943997271,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3492846 48.8598943997271),13020
949,2.3492846,48.8598943997271,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3492846 48.8598943997271),13145
949,2.3492846,48.8598943997271,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3492846 48.8598943997271),13146
950,2.3131078,48.8314529997341,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3131078 48.8314529997341),12392
950,2.3131078,48.8314529997341,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3131078 48.8314529997341),12393
950,2.3131078,48.8314529997341,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3131078 48.8314529997341),12518
950,2.3131078,48.8314529997341,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3131078 48.8314529997341),12519
950,2.3131078,48.8314529997341,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3131078 48.8314529997341),12645
951,2.2947792,48.8247205997358,bank,92075,Vanves,banque,Caisse d'Epargne,POINT (2.2947792 48.8247205997358),12141
951,2.2947792,48.8247205997358,bank,92075,Vanves,banque,Caisse d'Epargne,POINT (2.2947792 48.8247205997358),12142
951,2.2947792,48.8247205997358,bank,92075,Vanves,banque,Caisse d'Epargne,POINT (2.2947792 48.8247205997358),12267
951,2.2947792,48.8247205997358,bank,92075,Vanves,banque,Caisse d'Epargne,POINT (2.2947792 48.8247205997358),12268
951,2.2947792,48.8247205997358,bank,92075,Vanves,banque,Caisse d'Epargne,POINT (2.2947792 48.8247205997358),12393
952,2.32359,48.8366229997328,bank,75056,Paris,banque,BNP Paribas,POINT (2.32359 48.8366229997328),12518
952,2.32359,48.8366229997328,bank,75056,Paris,banque,BNP Paribas,POINT (2.32359 48.8366229997328),12644
952,2.32359,48.8366229997328,bank,75056,Paris,banque,BNP Paribas,POINT (2.32359 48.8366229997328),12645
952,2.32359,48.8366229997328,bank,75056,Paris,banque,BNP Paribas,POINT (2.32359 48.8366229997328),12770
953,2.2863654,48.791783899744,bank,92032,Fontenay-aux-Roses,banque,Société Générale,POINT (2.2863654 48.791783899744),12019
953,2.2863654,48.791783899744,bank,92032,Fontenay-aux-Roses,banque,Société Générale,POINT (2.2863654 48.791783899744),12145
953,2.2863654,48.791783899744,bank,92032,Fontenay-aux-Roses,banque,Société Générale,POINT (2.2863654 48.791783899744),12146
953,2.2863654,48.791783899744,bank,92032,Fontenay-aux-Roses,banque,Société Générale,POINT (2.2863654 48.791783899744),12271
